Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type
B6 560,PHL,BOS,09/13/2025 3:55pm,09/13/2025 5:41pm,106,$59,https://www.jetblue.com/booking/flights?from=PHL&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2160,PHL,BOS,09/13/2025 6:10pm,09/13/2025 7:54pm,104,$59,https://www.jetblue.com/booking/flights?from=PHL&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1062,PBI,LGA,09/13/2025 7:15am,09/13/2025 10:01am,166,$69,https://www.jetblue.com/booking/flights?from=PBI&to=LGA&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 854,PBI,JFK,09/13/2025 6:35am,09/13/2025 9:20am,165,$69,https://www.jetblue.com/booking/flights?from=PBI&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1054,PBI,JFK,09/13/2025 10:48am,09/13/2025 1:38pm,170,$109,https://www.jetblue.com/booking/flights?from=PBI&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2826,PBI,JFK,09/13/2025 6:45pm,09/13/2025 9:37pm,172,$69,https://www.jetblue.com/booking/flights?from=PBI&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 544,PBI,ISP,09/13/2025 10:09am,09/13/2025 1:00pm,171,$74,https://www.jetblue.com/booking/flights?from=PBI&to=ISP&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1368,PBI,HPN,09/13/2025 6:00am,09/13/2025 8:51am,171,$69,https://www.jetblue.com/booking/flights?from=PBI&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1168,PBI,HPN,09/13/2025 2:45pm,09/13/2025 5:35pm,170,$124,https://www.jetblue.com/booking/flights?from=PBI&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1468,PBI,HPN,09/13/2025 6:42pm,09/13/2025 9:31pm,169,$69,https://www.jetblue.com/booking/flights?from=PBI&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1768,PBI,HPN,09/13/2025 8:45pm,09/13/2025 11:32pm,167,$69,https://www.jetblue.com/booking/flights?from=PBI&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 244,PBI,EWR,09/13/2025 1:30pm,09/13/2025 4:26pm,176,$119,https://www.jetblue.com/booking/flights?from=PBI&to=EWR&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 24,PBI,DCA,09/13/2025 2:38pm,09/13/2025 4:59pm,141,$79,https://www.jetblue.com/booking/flights?from=PBI&to=DCA&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 22,PBI,BOS,09/13/2025 11:08am,09/13/2025 2:32pm,204,$79,https://www.jetblue.com/booking/flights?from=PBI&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1078,PUJ,MCO,09/13/2025 1:22pm,09/13/2025 4:20pm,178,$162,https://www.jetblue.com/booking/flights?from=PUJ&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2832,PUJ,SJU,09/13/2025 9:51am,09/13/2025 10:45am,54,$112,https://www.jetblue.com/booking/flights?from=PUJ&to=SJU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2632,PUJ,SJU,09/13/2025 2:31pm,09/13/2025 3:28pm,57,$164,https://www.jetblue.com/booking/flights?from=PUJ&to=SJU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1197,PVD,FLL,09/13/2025 6:20pm,09/13/2025 9:23pm,183,$69,https://www.jetblue.com/booking/flights?from=PVD&to=FLL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1129,PVD,JFK,09/13/2025 7:34am,09/13/2025 8:30am,56,$59,https://www.jetblue.com/booking/flights?from=PVD&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1204,SDQ,EWR,09/13/2025 5:01am,09/13/2025 8:59am,238,$217,https://www.jetblue.com/booking/flights?from=SDQ&to=EWR&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1930,SDQ,BOS,09/13/2025 11:16am,09/13/2025 3:51pm,275,$496,https://www.jetblue.com/booking/flights?from=SDQ&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 142,SAV,JFK,09/13/2025 12:24pm,09/13/2025 2:29pm,125,$69,https://www.jetblue.com/booking/flights?from=SAV&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 150,SAV,BOS,09/13/2025 11:16am,09/13/2025 1:44pm,148,$89,https://www.jetblue.com/booking/flights?from=SAV&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 450,SAV,BOS,09/13/2025 5:30pm,09/13/2025 8:13pm,163,$59,https://www.jetblue.com/booking/flights?from=SAV&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1377,SAP,JFK,09/13/2025 11:25pm,09/13/2025 6:10am,285,$131,https://www.jetblue.com/booking/flights?from=SAP&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 190,SAN,JFK,09/13/2025 10:11am,09/13/2025 7:00pm,349,$119,https://www.jetblue.com/booking/flights?from=SAN&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1190,SAN,JFK,09/13/2025 8:40pm,09/13/2025 5:12am,332,$119,https://www.jetblue.com/booking/flights?from=SAN&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2120,SAN,BOS,09/13/2025 8:55pm,09/13/2025 5:40am,345,$119,https://www.jetblue.com/booking/flights?from=SAN&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1530,RSW,JFK,09/13/2025 11:30am,09/13/2025 2:23pm,173,$94,https://www.jetblue.com/booking/flights?from=RSW&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1552,RSW,HPN,09/13/2025 10:45am,09/13/2025 1:39pm,174,$59,https://www.jetblue.com/booking/flights?from=RSW&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1252,RSW,HPN,09/13/2025 5:00pm,09/13/2025 8:00pm,180,$59,https://www.jetblue.com/booking/flights?from=RSW&to=HPN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1912,RSW,EWR,09/13/2025 7:07pm,09/13/2025 10:00pm,173,$64,https://www.jetblue.com/booking/flights?from=RSW&to=EWR&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1406,SDQ,MCO,09/13/2025 7:22am,09/13/2025 10:05am,163,$174,https://www.jetblue.com/booking/flights?from=SDQ&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 606,SDQ,MCO,09/13/2025 5:19pm,09/13/2025 8:01pm,162,$174,https://www.jetblue.com/booking/flights?from=SDQ&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 266,RSW,BOS,09/13/2025 11:16am,09/13/2025 2:50pm,214,$130,https://www.jetblue.com/booking/flights?from=RSW&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2066,RSW,BOS,09/13/2025 6:40pm,09/13/2025 9:51pm,191,$74,https://www.jetblue.com/booking/flights?from=RSW&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 969,RIC,MCO,09/13/2025 11:21am,09/13/2025 1:24pm,123,$144,https://www.jetblue.com/booking/flights?from=RIC&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1145,RIC,FLL,09/13/2025 7:10am,09/13/2025 9:42am,152,$94,https://www.jetblue.com/booking/flights?from=RIC&to=FLL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 382,RIC,BOS,09/13/2025 6:24am,09/13/2025 8:05am,101,$69,https://www.jetblue.com/booking/flights?from=RIC&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1282,RIC,BOS,09/13/2025 12:10pm,09/13/2025 1:53pm,103,$69,https://www.jetblue.com/booking/flights?from=RIC&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2786,RDU,JFK,09/13/2025 11:17am,09/13/2025 12:53pm,96,$59,https://www.jetblue.com/booking/flights?from=RDU&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1386,RDU,JFK,09/13/2025 5:44pm,09/13/2025 7:29pm,105,$59,https://www.jetblue.com/booking/flights?from=RDU&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2625,RDU,FLL,09/13/2025 8:00am,09/13/2025 10:10am,130,$69,https://www.jetblue.com/booking/flights?from=RDU&to=FLL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2484,RDU,BOS,09/13/2025 7:00am,09/13/2025 9:04am,124,$69,https://www.jetblue.com/booking/flights?from=RDU&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2084,RDU,BOS,09/13/2025 1:27pm,09/13/2025 4:02pm,155,$69,https://www.jetblue.com/booking/flights?from=RDU&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2184,RDU,BOS,09/13/2025 5:05pm,09/13/2025 7:25pm,140,$69,https://www.jetblue.com/booking/flights?from=RDU&to=BOS&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 307,PWM,JFK,09/13/2025 7:09am,09/13/2025 8:30am,81,$59,https://www.jetblue.com/booking/flights?from=PWM&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 407,PWM,JFK,09/13/2025 2:17pm,09/13/2025 3:47pm,90,$74,https://www.jetblue.com/booking/flights?from=PWM&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1689,PVD,TPA,09/13/2025 12:30pm,09/13/2025 3:35pm,185,$79,https://www.jetblue.com/booking/flights?from=PVD&to=TPA&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 525,PVD,SJU,09/13/2025 8:20am,09/13/2025 12:27pm,247,$134,https://www.jetblue.com/booking/flights?from=PVD&to=SJU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1076,PVD,MCO,09/13/2025 9:00am,09/13/2025 11:50am,170,$99,https://www.jetblue.com/booking/flights?from=PVD&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1285,ROC,JFK,09/13/2025 6:05am,09/13/2025 7:25am,80,$94,https://www.jetblue.com/booking/flights?from=ROC&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 485,ROC,JFK,09/13/2025 1:38pm,09/13/2025 2:59pm,81,$79,https://www.jetblue.com/booking/flights?from=ROC&to=JFK&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2677,JFK,JAX,09/13/2025 8:00am,09/13/2025 10:40am,160,$84,https://www.jetblue.com/booking/flights?from=JFK&to=JAX&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 677,JFK,JAX,09/13/2025 1:45pm,09/13/2025 4:18pm,153,$69,https://www.jetblue.com/booking/flights?from=JFK&to=JAX&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1677,JFK,JAX,09/13/2025 8:30pm,09/13/2025 11:21pm,171,$69,https://www.jetblue.com/booking/flights?from=JFK&to=JAX&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2,JFK,KIN,09/13/2025 5:01am,09/13/2025 7:51am,230,$193,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1759,JFK,KIN,09/13/2025 3:59pm,09/13/2025 7:06pm,247,$228,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 59,JFK,KIN,09/13/2025 10:00pm,09/13/2025 1:10am,250,$164,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1769,JFK,GYE,09/13/2025 1:19pm,09/13/2025 6:51pm,392,$268,https://www.jetblue.com/booking/flights?from=JFK&to=GYE&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1929,BOS,SDQ,09/13/2025 6:00am,09/13/2025 10:06am,246,$257,https://www.jetblue.com/booking/flights?from=BOS&to=SDQ&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 249,BOS,SAV,09/13/2025 7:50am,09/13/2025 10:31am,161,$109,https://www.jetblue.com/booking/flights?from=BOS&to=SAV&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 449,BOS,SAV,09/13/2025 1:50pm,09/13/2025 4:33pm,163,$59,https://www.jetblue.com/booking/flights?from=BOS&to=SAV&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 319,BOS,SAN,09/13/2025 3:45pm,09/13/2025 6:58pm,373,$264,https://www.jetblue.com/booking/flights?from=BOS&to=SAN&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2065,BOS,RSW,09/13/2025 12:35pm,09/13/2025 4:05pm,210,$130,https://www.jetblue.com/booking/flights?from=BOS&to=RSW&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 265,BOS,RSW,09/13/2025 5:05pm,09/13/2025 8:50pm,225,$74,https://www.jetblue.com/booking/flights?from=BOS&to=RSW&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1281,BOS,RIC,09/13/2025 9:25am,09/13/2025 11:25am,120,$69,https://www.jetblue.com/booking/flights?from=BOS&to=RIC&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1081,BOS,RIC,09/13/2025 3:30pm,09/13/2025 5:17pm,107,$69,https://www.jetblue.com/booking/flights?from=BOS&to=RIC&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2083,BOS,RDU,09/13/2025 10:15am,09/13/2025 12:32pm,137,$69,https://www.jetblue.com/booking/flights?from=BOS&to=RDU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2283,BOS,RDU,09/13/2025 2:02pm,09/13/2025 4:10pm,128,$69,https://www.jetblue.com/booking/flights?from=BOS&to=RDU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2783,BOS,RDU,09/13/2025 5:39pm,09/13/2025 8:03pm,144,$124,https://www.jetblue.com/booking/flights?from=BOS&to=RDU&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2895,BOS,PUJ,09/13/2025 7:00am,09/13/2025 11:05am,245,$154,https://www.jetblue.com/booking/flights?from=BOS&to=PUJ&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 206,BOS,PQI,09/13/2025 8:55pm,09/13/2025 10:40pm,105,$59,https://www.jetblue.com/booking/flights?from=BOS&to=PQI&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1585,BOS,PIT,09/13/2025 7:00am,09/13/2025 8:52am,112,$174,https://www.jetblue.com/booking/flights?from=BOS&to=PIT&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2185,BOS,PIT,09/13/2025 12:59pm,09/13/2025 2:49pm,110,$304,https://www.jetblue.com/booking/flights?from=BOS&to=PIT&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2459,BOS,PHL,09/13/2025 1:24pm,09/13/2025 3:00pm,96,$59,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2159,BOS,PHL,09/13/2025 3:35pm,09/13/2025 5:15pm,100,$59,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1859,BOS,PHL,09/13/2025 7:45pm,09/13/2025 9:50pm,125,$59,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 21,BOS,PBI,09/13/2025 7:00am,09/13/2025 10:23am,203,$89,https://www.jetblue.com/booking/flights?from=BOS&to=PBI&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2321,BOS,PBI,09/13/2025 12:00pm,09/13/2025 3:30pm,210,$89,https://www.jetblue.com/booking/flights?from=BOS&to=PBI&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1813,BOS,ORF,09/13/2025 8:00am,09/13/2025 9:56am,116,$74,https://www.jetblue.com/booking/flights?from=BOS&to=ORF&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 311,BOS,ORD,09/13/2025 7:00am,09/13/2025 8:56am,176,$99,https://www.jetblue.com/booking/flights?from=BOS&to=ORD&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 301,BOS,MSY,09/13/2025 8:45am,09/13/2025 11:36am,231,$79,https://www.jetblue.com/booking/flights?from=BOS&to=MSY&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1039,BOS,MKE,09/13/2025 2:15pm,09/13/2025 3:43pm,148,$89,https://www.jetblue.com/booking/flights?from=BOS&to=MKE&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 351,BOS,MCO,09/13/2025 6:00am,09/13/2025 9:15am,195,$99,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 631,BOS,MCO,09/13/2025 8:00am,09/13/2025 11:30am,210,$214,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2051,BOS,MCO,09/13/2025 11:45am,09/13/2025 3:08pm,203,$214,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1451,BOS,MCO,09/13/2025 2:45pm,09/13/2025 6:08pm,203,$99,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 451,BOS,MCO,09/13/2025 4:55pm,09/13/2025 8:24pm,209,$99,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1771,BOS,MBJ,09/13/2025 10:00am,09/13/2025 1:31pm,271,$154,https://www.jetblue.com/booking/flights?from=BOS&to=MBJ&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2261,BOS,MAD,09/13/2025 10:45pm,09/13/2025 11:30am,405,$483,https://www.jetblue.com/booking/flights?from=BOS&to=MAD&depart=09%2F13%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
