Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type,Distance (MI)
"MCO","LGA","09/06/2025 1:15pm","B6 698","09/06/2025 3:53pm","158","$129","https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"MCO","LGA","09/06/2025 3:50pm","B6 1098","09/06/2025 6:30pm","160","$129","https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"MCO","SJU","09/06/2025 6:15am","B6 2133","09/06/2025 9:09am","174","$260","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/06/2025 9:40am","B6 1233","09/06/2025 12:38pm","178","$260","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/06/2025 2:02pm","B6 1133","09/06/2025 5:02pm","180","$230","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/06/2025 5:55pm","B6 133","09/06/2025 8:53pm","178","$205","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"MCO","SJU","09/06/2025 8:45pm","B6 1433","09/06/2025 11:43pm","178","$185","https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1189"
"LGA","ACK","09/06/2025 1:59pm","B6 2432","09/06/2025 3:09pm","70","$85","https://www.jetblue.com/booking/flights?from=LGA&to=ACK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","202"
"JFK","SAV","09/06/2025 9:19am","B6 741","09/06/2025 11:39am","140","$84","https://www.jetblue.com/booking/flights?from=JFK&to=SAV&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","718"
"LAX","FLL","09/06/2025 8:20am","B6 1700","09/06/2025 4:27pm","307","$184","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/06/2025 11:20am","B6 100","09/06/2025 7:27pm","307","$149","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/06/2025 1:55pm","B6 1200","09/06/2025 10:02pm","307","$149","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/06/2025 9:22pm","B6 700","09/06/2025 5:25am","303","$109","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"JFK","PWM","09/06/2025 12:00pm","B6 508","09/06/2025 1:22pm","82","$59","https://www.jetblue.com/booking/flights?from=JFK&to=PWM&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","273"
"JFK","PVD","09/06/2025 10:00pm","B6 1128","09/06/2025 11:12pm","72","$59","https://www.jetblue.com/booking/flights?from=JFK&to=PVD&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","143"
"JFK","PUJ","09/06/2025 6:25am","B6 869","09/06/2025 10:15am","230","$134","https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"JFK","PUJ","09/06/2025 8:00am","B6 169","09/06/2025 12:03pm","243","$134","https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"JFK","PUJ","09/06/2025 11:30am","B6 1869","09/06/2025 3:33pm","243","$134","https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"JFK","POS","09/06/2025 9:29am","B6 117","09/06/2025 2:38pm","309","$413","https://www.jetblue.com/booking/flights?from=JFK&to=POS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2211"
"JFK","POP","09/06/2025 10:30am","B6 627","09/06/2025 2:09pm","219","$144","https://www.jetblue.com/booking/flights?from=JFK&to=POP&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1455"
"JFK","PLS","09/06/2025 9:25am","B6 255","09/06/2025 1:04pm","219","$129","https://www.jetblue.com/booking/flights?from=JFK&to=PLS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1307"
"JFK","PIT","09/06/2025 3:30pm","B6 2195","09/06/2025 5:10pm","100","$54","https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","339"
"JFK","PIT","09/06/2025 10:00pm","B6 1195","09/06/2025 11:48pm","108","$54","https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","339"
"JFK","PHX","09/06/2025 7:20pm","B6 135","09/06/2025 9:51pm","331","$99","https://www.jetblue.com/booking/flights?from=JFK&to=PHX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2152"
"JFK","PBI","09/06/2025 6:30am","B6 953","09/06/2025 9:21am","171","$69","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","PBI","09/06/2025 12:00pm","B6 125","09/06/2025 2:58pm","178","$69","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","PBI","09/06/2025 6:55pm","B6 1053","09/06/2025 10:00pm","185","$69","https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1030"
"JFK","ORD","09/06/2025 4:30pm","B6 405","09/06/2025 6:23pm","173","$64","https://www.jetblue.com/booking/flights?from=JFK&to=ORD&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","738"
"JFK","ONT","09/06/2025 6:35pm","B6 355","09/06/2025 9:29pm","354","$119","https://www.jetblue.com/booking/flights?from=JFK&to=ONT&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2424"
"JFK","NAS","09/06/2025 11:10am","B6 279","09/06/2025 2:22pm","192","$114","https://www.jetblue.com/booking/flights?from=JFK&to=NAS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1099"
"JFK","MVY","09/06/2025 9:30am","B6 1338","09/06/2025 10:43am","73","$129","https://www.jetblue.com/booking/flights?from=JFK&to=MVY&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","173"
"JFK","MSY","09/06/2025 7:30am","B6 75","09/06/2025 9:44am","194","$69","https://www.jetblue.com/booking/flights?from=JFK&to=MSY&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1182"
"JFK","MCO","09/06/2025 6:30am","B6 383","09/06/2025 9:22am","172","$89","https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"JFK","MCO","09/06/2025 8:20am","B6 183","09/06/2025 11:20am","180","$59","https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"JFK","MCO","09/06/2025 12:00pm","B6 83","09/06/2025 2:59pm","179","$59","https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"JFK","MCO","09/06/2025 2:45pm","B6 483","09/06/2025 5:44pm","179","$59","https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"JFK","MCO","09/06/2025 5:30pm","B6 883","09/06/2025 8:31pm","181","$59","https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"JFK","MBJ","09/06/2025 8:50am","B6 779","09/06/2025 11:54am","244","$271","https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"JFK","MBJ","09/06/2025 12:20pm","B6 479","09/06/2025 3:26pm","246","$271","https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"JFK","LIR","09/06/2025 9:20am","B6 1691","09/06/2025 12:45pm","325","$134","https://www.jetblue.com/booking/flights?from=JFK&to=LIR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2197"
"JFK","LHR","09/06/2025 8:45am","B6 1107","09/06/2025 8:45pm","420","$413","https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3443"
"JFK","LHR","09/06/2025 8:59pm","B6 7","09/06/2025 9:30am","451","$484","https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3443"
"JFK","LAX","09/06/2025 6:00am","B6 1123","09/06/2025 8:55am","355","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 9:29am","B6 523","09/06/2025 12:24pm","355","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 12:15pm","B6 423","09/06/2025 3:09pm","354","$269","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 6:00pm","B6 1523","09/06/2025 9:05pm","365","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 7:30pm","B6 823","09/06/2025 10:41pm","371","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 8:59pm","B6 1223","09/06/2025 11:59pm","360","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAX","09/06/2025 10:30pm","B6 923","09/06/2025 1:34am","364","$119","https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"JFK","LAS","09/06/2025 6:30am","B6 411","09/06/2025 8:57am","327","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/06/2025 12:00pm","B6 1811","09/06/2025 2:33pm","333","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"JFK","LAS","09/06/2025 6:45pm","B6 711","09/06/2025 9:22pm","337","$99","https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"ORD","BOS","09/06/2025 9:51am","B6 312","09/06/2025 1:20pm","149","$54","https://www.jetblue.com/booking/flights?from=ORD&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","864"
"JFK","RDU","09/06/2025 8:45am","B6 2285","09/06/2025 10:32am","107","$59","https://www.jetblue.com/booking/flights?from=JFK&to=RDU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","427"
"JFK","RDU","09/06/2025 3:00pm","B6 1385","09/06/2025 4:49pm","109","$59","https://www.jetblue.com/booking/flights?from=JFK&to=RDU&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","427"
"JFK","ROC","09/06/2025 11:20am","B6 186","09/06/2025 12:43pm","83","$59","https://www.jetblue.com/booking/flights?from=JFK&to=ROC&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","263"
"JFK","ROC","09/06/2025 10:30pm","B6 1186","09/06/2025 11:59pm","89","$59","https://www.jetblue.com/booking/flights?from=JFK&to=ROC&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","263"
"JFK","RSW","09/06/2025 7:29am","B6 1529","09/06/2025 10:41am","192","$59","https://www.jetblue.com/booking/flights?from=JFK&to=RSW&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1076"
"JFK","SAN","09/06/2025 6:15am","B6 189","09/06/2025 9:01am","346","$119","https://www.jetblue.com/booking/flights?from=JFK&to=SAN&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2441"
"JFK","SAN","09/06/2025 4:30pm","B6 1189","09/06/2025 7:30pm","360","$119","https://www.jetblue.com/booking/flights?from=JFK&to=SAN&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2441"
"LAX","EWR","09/06/2025 7:30am","B6 2074","09/06/2025 3:59pm","329","$119","https://www.jetblue.com/booking/flights?from=LAX&to=EWR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2449"
"LAX","EWR","09/06/2025 9:30am","B6 1874","09/06/2025 5:58pm","328","$119","https://www.jetblue.com/booking/flights?from=LAX&to=EWR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2449"
"LAX","EWR","09/06/2025 10:30pm","B6 1574","09/06/2025 6:54am","324","$119","https://www.jetblue.com/booking/flights?from=LAX&to=EWR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2449"
"LAX","BOS","09/06/2025 6:00am","B6 888","09/06/2025 2:34pm","334","$114","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAX","BOS","09/06/2025 10:30am","B6 288","09/06/2025 7:40pm","370","$189","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAX","BOS","09/06/2025 9:45pm","B6 988","09/06/2025 6:25am","340","$189","https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2605"
"LAS","JFK","09/06/2025 7:00am","B6 448","09/06/2025 2:58pm","298","$169","https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"LAS","JFK","09/06/2025 3:48pm","B6 1848","09/06/2025 11:50pm","302","$169","https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"LAS","JFK","09/06/2025 11:59pm","B6 948","09/06/2025 7:59am","300","$264","https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2243"
"LAS","FLL","09/06/2025 11:40pm","B6 608","09/06/2025 7:20am","280","$139","https://www.jetblue.com/booking/flights?from=LAS&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2170"
"LAS","BOS","09/06/2025 10:07am","B6 978","09/06/2025 7:00pm","353","$99","https://www.jetblue.com/booking/flights?from=LAS&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2375"
"LAS","BOS","09/06/2025 12:10pm","B6 1178","09/06/2025 8:45pm","335","$99","https://www.jetblue.com/booking/flights?from=LAS&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2375"
"LAS","BOS","09/06/2025 9:00pm","B6 778","09/06/2025 5:08am","308","$99","https://www.jetblue.com/booking/flights?from=LAS&to=BOS&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2375"
"KIN","JFK","09/06/2025 2:20am","B6 1760","09/06/2025 7:14am","234","$304","https://www.jetblue.com/booking/flights?from=KIN&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1588"
"KIN","JFK","09/06/2025 9:16am","B6 1060","09/06/2025 2:16pm","240","$329","https://www.jetblue.com/booking/flights?from=KIN&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1588"
"KIN","JFK","09/06/2025 8:16pm","B6 60","09/06/2025 1:12am","236","$329","https://www.jetblue.com/booking/flights?from=KIN&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1588"
"KIN","FLL","09/06/2025 1:30pm","B6 1676","09/06/2025 4:28pm","118","$228","https://www.jetblue.com/booking/flights?from=KIN&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","580"
"KIN","FLL","09/06/2025 5:15pm","B6 1776","09/06/2025 8:09pm","114","$202","https://www.jetblue.com/booking/flights?from=KIN&to=FLL&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","580"
"JFK","YVR","09/06/2025 5:54pm","B6 603","09/06/2025 9:05pm","371","$149","https://www.jetblue.com/booking/flights?from=JFK&to=YVR&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2442"
"JFK","UVF","09/06/2025 8:00am","B6 1681","09/06/2025 12:46pm","286","$444","https://www.jetblue.com/booking/flights?from=JFK&to=UVF&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2013"
"JFK","TPA","09/06/2025 7:30am","B6 225","09/06/2025 10:34am","184","$59","https://www.jetblue.com/booking/flights?from=JFK&to=TPA&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1006"
"JFK","TPA","09/06/2025 3:55pm","B6 53","09/06/2025 6:59pm","184","$59","https://www.jetblue.com/booking/flights?from=JFK&to=TPA&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1006"
"LAX","JFK","09/06/2025 7:30am","B6 124","09/06/2025 4:03pm","333","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 10:25am","B6 324","09/06/2025 6:58pm","333","$204","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 1:34pm","B6 224","09/06/2025 10:09pm","335","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 3:00pm","B6 924","09/06/2025 11:32pm","332","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 4:25pm","B6 824","09/06/2025 12:57am","332","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 8:35pm","B6 1524","09/06/2025 5:00am","325","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/06/2025 11:59pm","B6 1224","09/06/2025 8:30am","331","$204","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F06%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
