Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type,Distance (MI)
"DEN","BOS","09/09/2025 2:10pm","B6 394","09/09/2025 8:29pm","259","$99","https://www.jetblue.com/booking/flights?from=DEN&to=BOS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1750"
"DCA","SJU","09/09/2025 8:25am","B6 1347","09/09/2025 12:15pm","230","$99","https://www.jetblue.com/booking/flights?from=DCA&to=SJU&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1558"
"DCA","PBI","09/09/2025 6:58pm","B6 23","09/09/2025 9:23pm","145","$79","https://www.jetblue.com/booking/flights?from=DCA&to=PBI&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","859"
"DCA","JFK","09/09/2025 6:19am","B6 254","09/09/2025 7:30am","71","$59","https://www.jetblue.com/booking/flights?from=DCA&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","213"
"DCA","JFK","09/09/2025 5:42pm","B6 1254","09/09/2025 6:59pm","77","$59","https://www.jetblue.com/booking/flights?from=DCA&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","213"
"FLL","SJU","09/09/2025 11:10am","B6 1553","09/09/2025 1:54pm","164","$135","https://www.jetblue.com/booking/flights?from=FLL&to=SJU&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1046"
"FLL","SJU","09/09/2025 5:40pm","B6 1453","09/09/2025 8:20pm","160","$135","https://www.jetblue.com/booking/flights?from=FLL&to=SJU&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1046"
"DTW","JFK","09/09/2025 6:12am","B6 1419","09/09/2025 7:59am","107","$64","https://www.jetblue.com/booking/flights?from=DTW&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","508"
"EWR","STI","09/09/2025 5:55pm","B6 193","09/09/2025 9:45pm","230","$159","https://www.jetblue.com/booking/flights?from=EWR&to=STI&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1486"
"DCA","MCO","09/09/2025 10:05am","B6 1923","09/09/2025 12:31pm","146","$64","https://www.jetblue.com/booking/flights?from=DCA&to=MCO&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","760"
"DCA","MCO","09/09/2025 4:00pm","B6 2423","09/09/2025 6:25pm","145","$64","https://www.jetblue.com/booking/flights?from=DCA&to=MCO&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","760"
"FLL","CUN","09/09/2025 11:00am","B6 2795","09/09/2025 11:56am","116","$114","https://www.jetblue.com/booking/flights?from=FLL&to=CUN&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","550"
"FLL","BOS","09/09/2025 8:00am","B6 690","09/09/2025 11:17am","197","$59","https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1239"
"FLL","BOS","09/09/2025 1:25pm","B6 70","09/09/2025 5:13pm","228","$59","https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1239"
"FLL","BOS","09/09/2025 8:45pm","B6 470","09/09/2025 11:59pm","194","$59","https://www.jetblue.com/booking/flights?from=FLL&to=BOS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1239"
"FLL","SFO","09/09/2025 7:15am","B6 377","09/09/2025 10:18am","363","$109","https://www.jetblue.com/booking/flights?from=FLL&to=SFO&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2580"
"FLL","SFO","09/09/2025 8:00pm","B6 277","09/09/2025 11:10pm","370","$109","https://www.jetblue.com/booking/flights?from=FLL&to=SFO&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2580"
"FLL","SDQ","09/09/2025 11:00am","B6 2549","09/09/2025 1:24pm","144","$129","https://www.jetblue.com/booking/flights?from=FLL&to=SDQ&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","853"
"FLL","RDU","09/09/2025 8:00pm","B6 2626","09/09/2025 10:12pm","132","$59","https://www.jetblue.com/booking/flights?from=FLL&to=RDU&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","682"
"FLL","PUJ","09/09/2025 11:20am","B6 273","09/09/2025 1:55pm","155","$129","https://www.jetblue.com/booking/flights?from=FLL&to=PUJ&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","914"
"FLL","PHL","09/09/2025 8:00am","B6 2016","09/09/2025 10:50am","170","$79","https://www.jetblue.com/booking/flights?from=FLL&to=PHL&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","995"
"FLL","MDE","09/09/2025 11:30am","B6 41","09/09/2025 2:05pm","215","$109","https://www.jetblue.com/booking/flights?from=FLL&to=MDE&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1411"
"FLL","MBJ","09/09/2025 9:55am","B6 2427","09/09/2025 10:40am","105","$109","https://www.jetblue.com/booking/flights?from=FLL&to=MBJ&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","542"
"FLL","MBJ","09/09/2025 1:20pm","B6 827","09/09/2025 2:08pm","108","$137","https://www.jetblue.com/booking/flights?from=FLL&to=MBJ&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","542"
"FLL","LGA","09/09/2025 9:45am","B6 172","09/09/2025 12:38pm","173","$59","https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"FLL","LGA","09/09/2025 12:04pm","B6 272","09/09/2025 3:00pm","176","$59","https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"FLL","LGA","09/09/2025 5:05pm","B6 472","09/09/2025 8:00pm","175","$59","https://www.jetblue.com/booking/flights?from=FLL&to=LGA&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"FLL","NAS","09/09/2025 11:00am","B6 1393","09/09/2025 12:10pm","70","$74","https://www.jetblue.com/booking/flights?from=FLL&to=NAS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","182"
"FLL","LAS","09/09/2025 8:30pm","B6 607","09/09/2025 10:49pm","319","$79","https://www.jetblue.com/booking/flights?from=FLL&to=LAS&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2170"
"FLL","KIN","09/09/2025 11:25am","B6 1675","09/09/2025 12:20pm","115","$176","https://www.jetblue.com/booking/flights?from=FLL&to=KIN&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","580"
"FLL","JFK","09/09/2025 6:07am","B6 1302","09/09/2025 8:59am","172","$59","https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1071"
"FLL","JFK","09/09/2025 11:10am","B6 1902","09/09/2025 2:10pm","180","$59","https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1071"
"FLL","JFK","09/09/2025 6:00pm","B6 602","09/09/2025 9:06pm","186","$59","https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1071"
"FLL","JFK","09/09/2025 8:59pm","B6 2102","09/09/2025 11:55pm","176","$59","https://www.jetblue.com/booking/flights?from=FLL&to=JFK&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1071"
"FLL","HPN","09/09/2025 7:05am","B6 814","09/09/2025 10:06am","181","$79","https://www.jetblue.com/booking/flights?from=FLL&to=HPN&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1100"
"FLL","GYE","09/09/2025 10:10am","B6 1255","09/09/2025 1:30pm","260","$128","https://www.jetblue.com/booking/flights?from=FLL&to=GYE&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1951"
"FLL","EWR","09/09/2025 1:25pm","B6 806","09/09/2025 4:24pm","179","$69","https://www.jetblue.com/booking/flights?from=FLL&to=EWR&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1066"
"FLL","DCA","09/09/2025 10:00am","B6 1480","09/09/2025 12:25pm","145","$74","https://www.jetblue.com/booking/flights?from=FLL&to=DCA&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","901"
"FLL","DCA","09/09/2025 6:20pm","B6 2080","09/09/2025 8:54pm","154","$74","https://www.jetblue.com/booking/flights?from=FLL&to=DCA&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","901"
"FLL","LAX","09/09/2025 7:00am","B6 1201","09/09/2025 9:35am","335","$109","https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"FLL","LAX","09/09/2025 10:15am","B6 2801","09/09/2025 12:45pm","330","$109","https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"FLL","LAX","09/09/2025 5:37pm","B6 101","09/09/2025 8:10pm","333","$149","https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"FLL","LAX","09/09/2025 8:29pm","B6 2501","09/09/2025 11:02pm","333","$149","https://www.jetblue.com/booking/flights?from=FLL&to=LAX&depart=09%2F09%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"MBJ","FLL","09/10/2025 11:45am","B6 2126","09/10/2025 2:32pm","107","$154","https://www.jetblue.com/booking/flights?from=MBJ&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","542"
"MBJ","FLL","09/10/2025 3:13pm","B6 826","09/10/2025 5:59pm","106","$154","https://www.jetblue.com/booking/flights?from=MBJ&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","542"
"MCO","BQN","09/10/2025 4:25pm","B6 730","09/10/2025 7:13pm","168","$256","https://www.jetblue.com/booking/flights?from=MCO&to=BQN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1129"
"MCO","BOS","09/10/2025 7:40am","B6 552","09/10/2025 10:40am","180","$89","https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1122"
"MCO","BOS","09/10/2025 9:14am","B6 1452","09/10/2025 12:17pm","183","$89","https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1122"
"MCO","BOS","09/10/2025 12:20pm","B6 652","09/10/2025 3:54pm","214","$89","https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1122"
"MCO","BOS","09/10/2025 3:00pm","B6 2052","09/10/2025 6:23pm","203","$116","https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1122"
"MCO","BOS","09/10/2025 5:20pm","B6 1152","09/10/2025 8:31pm","191","$133","https://www.jetblue.com/booking/flights?from=MCO&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1122"
"MCO","BDL","09/10/2025 2:19pm","B6 138","09/10/2025 5:13pm","174","$124","https://www.jetblue.com/booking/flights?from=MCO&to=BDL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1051"
"MCO","ALB","09/10/2025 6:00pm","B6 119","09/10/2025 8:47pm","167","$74","https://www.jetblue.com/booking/flights?from=MCO&to=ALB&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1074"
"MBJ","MCO","09/10/2025 1:13pm","B6 522","09/10/2025 4:22pm","129","$169","https://www.jetblue.com/booking/flights?from=MBJ&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","719"
"MBJ","JFK","09/10/2025 1:09pm","B6 780","09/10/2025 6:00pm","231","$247","https://www.jetblue.com/booking/flights?from=MBJ&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"MBJ","JFK","09/10/2025 4:39pm","B6 580","09/10/2025 9:30pm","231","$247","https://www.jetblue.com/booking/flights?from=MBJ&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1549"
"MAD","BOS","09/10/2025 1:30pm","B6 2260","09/10/2025 3:38pm","488","$522","https://www.jetblue.com/booking/flights?from=MAD&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3401"
"LAX","JFK","09/10/2025 7:30am","B6 124","09/10/2025 4:03pm","333","$314","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 10:05am","B6 424","09/10/2025 6:36pm","331","$414","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 11:24am","B6 524","09/10/2025 7:59pm","335","$234","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 12:25pm","B6 324","09/10/2025 9:00pm","335","$204","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 1:25pm","B6 224","09/10/2025 10:00pm","335","$119","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 2:25pm","B6 924","09/10/2025 11:00pm","335","$204","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 8:35pm","B6 1524","09/10/2025 5:00am","325","$269","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 10:29pm","B6 1024","09/10/2025 7:00am","331","$234","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LAX","JFK","09/10/2025 11:59pm","B6 1224","09/10/2025 8:30am","331","$234","https://www.jetblue.com/booking/flights?from=LAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2470"
"LGA","TPA","09/10/2025 9:50am","B6 1247","09/10/2025 12:54pm","184","$59","https://www.jetblue.com/booking/flights?from=LGA&to=TPA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1012"
"LGA","PBI","09/10/2025 7:59am","B6 1461","09/10/2025 10:55am","176","$69","https://www.jetblue.com/booking/flights?from=LGA&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1037"
"LGA","MCO","09/10/2025 6:30am","B6 599","09/10/2025 9:20am","170","$59","https://www.jetblue.com/booking/flights?from=LGA&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"LGA","MCO","09/10/2025 10:59am","B6 499","09/10/2025 1:58pm","179","$59","https://www.jetblue.com/booking/flights?from=LGA&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"LGA","MCO","09/10/2025 2:57pm","B6 399","09/10/2025 6:05pm","188","$59","https://www.jetblue.com/booking/flights?from=LGA&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","951"
"LGA","FLL","09/10/2025 7:00am","B6 1471","09/10/2025 10:00am","180","$59","https://www.jetblue.com/booking/flights?from=LGA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"LGA","FLL","09/10/2025 1:30pm","B6 1371","09/10/2025 4:42pm","192","$59","https://www.jetblue.com/booking/flights?from=LGA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"LGA","FLL","09/10/2025 3:50pm","B6 471","09/10/2025 7:07pm","197","$59","https://www.jetblue.com/booking/flights?from=LGA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1078"
"MSY","BOS","09/10/2025 12:21pm","B6 300","09/10/2025 5:14pm","233","$79","https://www.jetblue.com/booking/flights?from=MSY&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1367"
"LAX","FLL","09/10/2025 8:20am","B6 1700","09/10/2025 4:27pm","307","$149","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/10/2025 11:20am","B6 100","09/10/2025 7:27pm","307","$149","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/10/2025 1:55pm","B6 1200","09/10/2025 10:02pm","307","$124","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"LAX","FLL","09/10/2025 9:22pm","B6 700","09/10/2025 5:25am","303","$109","https://www.jetblue.com/booking/flights?from=LAX&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2339"
"MCO","BUF","09/10/2025 6:30pm","B6 1586","09/10/2025 9:07pm","157","$74","https://www.jetblue.com/booking/flights?from=MCO&to=BUF&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1013"
"MCO","PSE","09/10/2025 7:59pm","B6 767","09/10/2025 10:56pm","177","$139","https://www.jetblue.com/booking/flights?from=MCO&to=PSE&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1179"
"MCO","DCA","09/10/2025 11:19am","B6 2324","09/10/2025 1:28pm","129","$64","https://www.jetblue.com/booking/flights?from=MCO&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","760"
"MCO","DCA","09/10/2025 4:03pm","B6 2424","09/10/2025 6:16pm","133","$64","https://www.jetblue.com/booking/flights?from=MCO&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","760"
"MHT","MCO","09/10/2025 2:00pm","B6 1143","09/10/2025 5:05pm","185","$74","https://www.jetblue.com/booking/flights?from=MHT&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1143"
"LAX","EWR","09/10/2025 7:30am","B6 2074","09/10/2025 3:59pm","329","$194","https://www.jetblue.com/booking/flights?from=LAX&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2449"
"LAX","EWR","09/10/2025 10:30pm","B6 1574","09/10/2025 6:54am","324","$119","https://www.jetblue.com/booking/flights?from=LAX&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2449"
"MDE","SJU","09/10/2025 3:10pm","B6 1704","09/10/2025 7:12pm","182","$193","https://www.jetblue.com/booking/flights?from=MDE&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1059"
"MDE","FLL","09/10/2025 1:30pm","B6 40","09/10/2025 6:08pm","218","$195","https://www.jetblue.com/booking/flights?from=MDE&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1411"
